Geneid	Length
ENSMMUG00000016302	7400
ENSMMUG00000025269	108
ENSMMUG00000023019	2295
ENSMMUG00000028231	109
ENSMMUG00000058948	2487
ENSMMUG00000039208	2069
ENSMMUG00000049275	3675
ENSMMUG00000012849	3187
ENSMMUG00000065065	117
ENSMMUG00000064909	2112
ENSMMUG00000052863	103
ENSMMUG00000064548	112
ENSMMUG00000035871	83
ENSMMUG00000059512	2293
ENSMMUG00000036316	144
ENSMMUG00000003040	2922
ENSMMUG00000049476	5938
ENSMMUG00000043150	1101
ENSMMUG00000034314	117
ENSMMUG00000059721	147
ENSMMUG00000018006	5150
ENSMMUG00000059993	65
ENSMMUG00000063486	148
ENSMMUG00000024894	107
ENSMMUG00000050671	1745
ENSMMUG00000047427	1861
ENSMMUG00000054301	1562
ENSMMUG00000048546	1412
ENSMMUG00000048685	287
ENSMMUG00000014506	2987
ENSMMUG00000061492	89
ENSMMUG00000049338	3337
ENSMMUG00000008669	921
ENSMMUG00000016674	2145
ENSMMUG00000036874	107
ENSMMUG00000059417	149
ENSMMUG00000000286	3811
ENSMMUG00000058386	2427
ENSMMUG00000049423	148
ENSMMUG00000051913	2288
ENSMMUG00000054465	1315
ENSMMUG00000053419	1092
ENSMMUG00000021202	2378
ENSMMUG00000051784	148
ENSMMUG00000051305	1101
ENSMMUG00000055061	1893
ENSMMUG00000055225	358
ENSMMUG00000051261	2455
ENSMMUG00000006820	8781
ENSMMUG00000002375	1464
ENSMMUG00000013070	1099
ENSMMUG00000017188	2819
ENSMMUG00000013072	3911
ENSMMUG00000002381	8151
ENSMMUG00000020508	2184
ENSMMUG00000013286	1388
ENSMMUG00000051440	2056
ENSMMUG00000009311	2099
ENSMMUG00000017921	7315
ENSMMUG00000040302	61
ENSMMUG00000044622	2937
ENSMMUG00000017191	5525
ENSMMUG00000012459	2622
ENSMMUG00000017922	3408
ENSMMUG00000059776	3448
ENSMMUG00000008729	3700
ENSMMUG00000017924	4072
ENSMMUG00000005983	4011
ENSMMUG00000009387	2116
ENSMMUG00000041976	12100
ENSMMUG00000002384	1862
ENSMMUG00000008730	2760
ENSMMUG00000001791	2237
ENSMMUG00000048190	651
ENSMMUG00000046629	2880
ENSMMUG00000051115	1897
ENSMMUG00000054066	1103
ENSMMUG00000001792	2054
ENSMMUG00000017927	3572
ENSMMUG00000003624	6202
ENSMMUG00000000775	2962
ENSMMUG00000001793	2086
ENSMMUG00000063782	1038
ENSMMUG00000013289	2296
ENSMMUG00000002386	1711
ENSMMUG00000042336	267
ENSMMUG00000017930	2347
ENSMMUG00000003492	7075
ENSMMUG00000059383	1002
ENSMMUG00000029834	987
ENSMMUG00000014692	6730
ENSMMUG00000047009	4201
ENSMMUG00000003622	912
ENSMMUG00000002389	2246
ENSMMUG00000014693	2230
ENSMMUG00000055413	148
ENSMMUG00000003621	8282
ENSMMUG00000063200	300
ENSMMUG00000002392	2256
ENSMMUG00000003493	1710
ENSMMUG00000017873	2073
ENSMMUG00000028772	1414
ENSMMUG00000058120	148
ENSMMUG00000017874	2584
ENSMMUG00000002394	7850
ENSMMUG00000052697	277
ENSMMUG00000055795	3163
ENSMMUG00000028738	4470
ENSMMUG00000020051	2687
ENSMMUG00000002158	2189
ENSMMUG00000053624	964
ENSMMUG00000028321	103
ENSMMUG00000065016	1723
ENSMMUG00000028743	3910
ENSMMUG00000008946	3144
ENSMMUG00000062153	1562
ENSMMUG00000053621	143
ENSMMUG00000022163	3257
ENSMMUG00000022155	1092
ENSMMUG00000028771	2658
ENSMMUG00000021881	1604
ENSMMUG00000022622	2695
ENSMMUG00000022156	1437
ENSMMUG00000012518	309
ENSMMUG00000059317	1193
ENSMMUG00000056296	384
ENSMMUG00000062296	942
ENSMMUG00000022158	1700
ENSMMUG00000024741	106
ENSMMUG00000024069	113
ENSMMUG00000056109	148
ENSMMUG00000027989	105
ENSMMUG00000014273	3480
ENSMMUG00000060050	1484
ENSMMUG00000000833	984
ENSMMUG00000006071	3404
ENSMMUG00000022159	3591
ENSMMUG00000011332	8905
ENSMMUG00000017267	3844
ENSMMUG00000038221	1345
ENSMMUG00000061568	1823
ENSMMUG00000057361	153
ENSMMUG00000047173	543
ENSMMUG00000055971	1365
ENSMMUG00000022160	1444
ENSMMUG00000011330	1818
ENSMMUG00000022973	2246
ENSMMUG00000022975	1239
ENSMMUG00000022161	3086
ENSMMUG00000057454	3719
ENSMMUG00000041249	1744
ENSMMUG00000020468	1312
ENSMMUG00000014709	4247
ENSMMUG00000020469	2022
ENSMMUG00000029392	1589
ENSMMUG00000064152	1464
ENSMMUG00000018024	4971
ENSMMUG00000052732	525
ENSMMUG00000064048	1110
ENSMMUG00000019738	1122
ENSMMUG00000055036	1302
ENSMMUG00000002897	14784
ENSMMUG00000028791	1482
ENSMMUG00000018415	3195
ENSMMUG00000009506	3187
ENSMMUG00000019749	3666
ENSMMUG00000009456	9632
ENSMMUG00000003030	6320
ENSMMUG00000055893	1630
ENSMMUG00000012466	786
ENSMMUG00000064853	148
ENSMMUG00000004019	1053
ENSMMUG00000012761	15285
ENSMMUG00000003075	3751
ENSMMUG00000017051	1929
ENSMMUG00000004020	2174
ENSMMUG00000011319	5725
ENSMMUG00000028737	630
ENSMMUG00000064000	1930
ENSMMUG00000056492	1681
ENSMMUG00000010079	2995
ENSMMUG00000019753	1287
ENSMMUG00000043321	259
ENSMMUG00000056124	953
ENSMMUG00000009278	4252
ENSMMUG00000059596	117
ENSMMUG00000053332	241
ENSMMUG00000021614	6387
ENSMMUG00000042388	264
ENSMMUG00000053177	272
ENSMMUG00000019756	5894
ENSMMUG00000052998	148
ENSMMUG00000009277	3501
ENSMMUG00000009275	7904
ENSMMUG00000003031	2327
ENSMMUG00000016996	1596
ENSMMUG00000050936	104
ENSMMUG00000027099	80
ENSMMUG00000028569	104
ENSMMUG00000033032	86
ENSMMUG00000028736	1325
ENSMMUG00000061022	148
ENSMMUG00000052135	117
ENSMMUG00000008004	4635
ENSMMUG00000049980	148
ENSMMUG00000009222	2382
ENSMMUG00000061771	1659
ENSMMUG00000056681	1647
ENSMMUG00000052926	149
ENSMMUG00000049559	149
ENSMMUG00000006072	1851
ENSMMUG00000010734	13800
ENSMMUG00000021630	2680
ENSMMUG00000022625	4502
ENSMMUG00000013009	6115
ENSMMUG00000055349	149
ENSMMUG00000028767	1248
ENSMMUG00000016027	1167
ENSMMUG00000049564	147
ENSMMUG00000020685	1435
ENSMMUG00000056882	148
ENSMMUG00000009223	3705
ENSMMUG00000019758	320
ENSMMUG00000015603	4537
ENSMMUG00000005879	6627
ENSMMUG00000048854	1557
ENSMMUG00000054448	117
ENSMMUG00000051535	1755
ENSMMUG00000006429	4087
ENSMMUG00000062667	3376
ENSMMUG00000003904	2509
ENSMMUG00000062586	1888
ENSMMUG00000053233	1994
ENSMMUG00000064129	148
ENSMMUG00000048091	690
ENSMMUG00000020796	2448
ENSMMUG00000061906	1612
ENSMMUG00000019699	2202
ENSMMUG00000014718	8937
ENSMMUG00000003905	1208
ENSMMUG00000057526	148
ENSMMUG00000006431	2908
ENSMMUG00000064040	1661
ENSMMUG00000020797	2910
ENSMMUG00000019700	801
ENSMMUG00000003907	1080
ENSMMUG00000051879	3924
ENSMMUG00000003909	874
ENSMMUG00000014723	3031
ENSMMUG00000013053	972
ENSMMUG00000013050	2940
ENSMMUG00000003915	3650
ENSMMUG00000053150	148
ENSMMUG00000013049	1059
ENSMMUG00000051078	5496
ENSMMUG00000006151	1110
ENSMMUG00000020798	9727
ENSMMUG00000063783	411
ENSMMUG00000002308	2731
ENSMMUG00000019702	1502
ENSMMUG00000002309	474
ENSMMUG00000060638	411
ENSMMUG00000059246	78
ENSMMUG00000027757	108
ENSMMUG00000002310	7794
ENSMMUG00000028859	969
ENSMMUG00000019704	4572
ENSMMUG00000028766	972
ENSMMUG00000064109	1705
ENSMMUG00000039592	2899
ENSMMUG00000005880	4588
ENSMMUG00000014727	6111
ENSMMUG00000062388	951
ENSMMUG00000043026	705
ENSMMUG00000061348	148
ENSMMUG00000057314	957
ENSMMUG00000052449	954
ENSMMUG00000004877	6874
ENSMMUG00000054053	117
ENSMMUG00000005883	3439
ENSMMUG00000038412	5741
ENSMMUG00000005884	2664
ENSMMUG00000065009	3127
ENSMMUG00000023136	4424
ENSMMUG00000000522	2932
ENSMMUG00000004227	4196
ENSMMUG00000044736	2112
ENSMMUG00000052090	1008
ENSMMUG00000000520	573
ENSMMUG00000023137	2981
ENSMMUG00000000523	1493
ENSMMUG00000056233	1672
ENSMMUG00000054360	148
ENSMMUG00000014729	4074
ENSMMUG00000050344	147
ENSMMUG00000057155	1729
ENSMMUG00000012537	432
ENSMMUG00000003712	3166
ENSMMUG00000004228	2579
ENSMMUG00000000249	1451
ENSMMUG00000053411	117
ENSMMUG00000056420	300
ENSMMUG00000051762	2948
ENSMMUG00000049187	2454
ENSMMUG00000015744	4104
ENSMMUG00000000250	392
ENSMMUG00000054090	5655
ENSMMUG00000019356	4683
ENSMMUG00000041450	3578
ENSMMUG00000036325	106
ENSMMUG00000017706	2052
ENSMMUG00000038056	3941
ENSMMUG00000042841	2751
ENSMMUG00000040121	3668
ENSMMUG00000017708	3445
ENSMMUG00000006440	1764
ENSMMUG00000003911	3575
ENSMMUG00000025181	110
ENSMMUG00000053907	148
ENSMMUG00000053409	5620
ENSMMUG00000001768	3241
ENSMMUG00000028785	3508
ENSMMUG00000063394	2848
ENSMMUG00000013348	1728
ENSMMUG00000063302	55
ENSMMUG00000059543	2557
ENSMMUG00000056763	93
ENSMMUG00000010125	2096
ENSMMUG00000001999	4441
ENSMMUG00000057189	3539
ENSMMUG00000008313	4147
ENSMMUG00000060610	117
ENSMMUG00000060977	1684
ENSMMUG00000022024	1546
ENSMMUG00000062746	1235
ENSMMUG00000054341	2717
ENSMMUG00000021986	2399
ENSMMUG00000050237	997
ENSMMUG00000001538	7537
ENSMMUG00000061035	2750
ENSMMUG00000000547	2142
ENSMMUG00000056778	951
ENSMMUG00000062766	1239
ENSMMUG00000055807	1346
ENSMMUG00000022793	2321
ENSMMUG00000004813	1562
ENSMMUG00000063196	1647
ENSMMUG00000015783	4064
ENSMMUG00000023640	4538
ENSMMUG00000016449	2908
ENSMMUG00000015793	426
ENSMMUG00000053272	1014
ENSMMUG00000063226	1874
ENSMMUG00000056397	148
ENSMMUG00000050893	148
ENSMMUG00000062165	2769
ENSMMUG00000038597	110
ENSMMUG00000063643	499
ENSMMUG00000061457	2259
ENSMMUG00000052284	3839
ENSMMUG00000054342	949
ENSMMUG00000022794	2158
ENSMMUG00000051025	1623
ENSMMUG00000055900	740
ENSMMUG00000048019	1905
ENSMMUG00000049714	499
ENSMMUG00000001197	1218
ENSMMUG00000060480	117
ENSMMUG00000049999	900
ENSMMUG00000040968	546
ENSMMUG00000004337	3202
ENSMMUG00000015794	1256
ENSMMUG00000056329	1743
ENSMMUG00000059253	1086
ENSMMUG00000056800	3317
ENSMMUG00000061612	1771
ENSMMUG00000032974	85
ENSMMUG00000040549	299
ENSMMUG00000059147	3399
ENSMMUG00000058643	2323
ENSMMUG00000049498	3249
ENSMMUG00000006857	1492
ENSMMUG00000004928	3895
ENSMMUG00000025113	107
ENSMMUG00000049799	915
ENSMMUG00000015835	1545
ENSMMUG00000004843	4808
ENSMMUG00000043883	4330
ENSMMUG00000020234	11653
ENSMMUG00000014293	4904
ENSMMUG00000014214	5205
ENSMMUG00000056960	4235
ENSMMUG00000004844	1518
ENSMMUG00000000107	5198
ENSMMUG00000060173	148
ENSMMUG00000033290	97
ENSMMUG00000057552	3776
ENSMMUG00000063375	1952
ENSMMUG00000047697	2991
ENSMMUG00000004430	3278
ENSMMUG00000053639	1384
ENSMMUG00000022127	435
ENSMMUG00000004283	705
ENSMMUG00000018068	6972
ENSMMUG00000014591	6086
ENSMMUG00000022128	2494
ENSMMUG00000012083	5874
ENSMMUG00000053905	2650
ENSMMUG00000022129	3515
ENSMMUG00000016168	3841
ENSMMUG00000013076	1574
ENSMMUG00000023272	3633
ENSMMUG00000049394	2259
ENSMMUG00000052001	148
ENSMMUG00000028777	345
ENSMMUG00000054528	3023
ENSMMUG00000011083	3116
ENSMMUG00000053159	6438
ENSMMUG00000014163	3844
ENSMMUG00000052848	148
ENSMMUG00000006472	5642
ENSMMUG00000055314	148
ENSMMUG00000014026	2598
ENSMMUG00000028776	1800
ENSMMUG00000017044	4054
ENSMMUG00000060378	279
ENSMMUG00000047412	5270
ENSMMUG00000053739	1883
ENSMMUG00000011091	1830
ENSMMUG00000049456	148
ENSMMUG00000023206	243
ENSMMUG00000058660	1922
ENSMMUG00000057037	117
ENSMMUG00000011092	4497
ENSMMUG00000058137	3024
ENSMMUG00000023207	1550
ENSMMUG00000050542	1458
ENSMMUG00000053870	4332
ENSMMUG00000046400	1635
ENSMMUG00000064519	1314
ENSMMUG00000062617	1416
ENSMMUG00000023643	2263
ENSMMUG00000065071	975
ENSMMUG00000054413	1184
ENSMMUG00000056370	2490
ENSMMUG00000011294	2116
ENSMMUG00000001930	4084
ENSMMUG00000062463	1414
ENSMMUG00000001106	9892
ENSMMUG00000002495	3303
ENSMMUG00000053094	1566
ENSMMUG00000064952	6072
ENSMMUG00000046705	1107
ENSMMUG00000028734	930
ENSMMUG00000054058	1129
ENSMMUG00000050577	524
ENSMMUG00000014816	6380
ENSMMUG00000028855	1068
ENSMMUG00000003612	803
ENSMMUG00000011291	3917
ENSMMUG00000040891	1146
ENSMMUG00000028765	4443
ENSMMUG00000054147	381
ENSMMUG00000050735	5343
ENSMMUG00000000994	7133
ENSMMUG00000059158	274
ENSMMUG00000010758	1741
ENSMMUG00000007533	4718
ENSMMUG00000063571	148
ENSMMUG00000055107	2126
ENSMMUG00000014592	2760
ENSMMUG00000001436	2028
ENSMMUG00000052163	339
ENSMMUG00000053462	2315
ENSMMUG00000017645	3339
ENSMMUG00000017111	2156
ENSMMUG00000006778	15068
ENSMMUG00000042157	1645
ENSMMUG00000015476	5034
ENSMMUG00000052663	1053
ENSMMUG00000053070	420
ENSMMUG00000011288	255
ENSMMUG00000020969	933
ENSMMUG00000050258	148
ENSMMUG00000058242	2597
ENSMMUG00000062995	1793
ENSMMUG00000058275	1029
ENSMMUG00000028756	813
ENSMMUG00000015981	1755
ENSMMUG00000011287	1494
ENSMMUG00000052497	579
ENSMMUG00000005123	3352
ENSMMUG00000012705	4137
ENSMMUG00000028662	56
ENSMMUG00000028428	107
ENSMMUG00000053528	84
ENSMMUG00000033989	108
ENSMMUG00000026947	78
ENSMMUG00000027047	124
ENSMMUG00000042984	2622
ENSMMUG00000057595	110
ENSMMUG00000049359	1452
ENSMMUG00000026872	73
ENSMMUG00000048357	3118
ENSMMUG00000063480	148
ENSMMUG00000017621	15459
ENSMMUG00000062064	87
ENSMMUG00000065143	1824
ENSMMUG00000027001	110
ENSMMUG00000017916	3219
ENSMMUG00000004845	2007
ENSMMUG00000056371	110
ENSMMUG00000026980	137
ENSMMUG00000061822	1956
ENSMMUG00000056229	1024
ENSMMUG00000054951	1301
ENSMMUG00000049716	1788
ENSMMUG00000055019	85
ENSMMUG00000058656	2054
ENSMMUG00000049316	549
ENSMMUG00000063763	1479
ENSMMUG00000059844	83
ENSMMUG00000012677	5884
ENSMMUG00000052924	119
ENSMMUG00000008317	1986
ENSMMUG00000055539	4688
ENSMMUG00000059906	87
ENSMMUG00000038920	3569
ENSMMUG00000057222	117
ENSMMUG00000022742	3838
ENSMMUG00000062008	87
ENSMMUG00000063967	85
ENSMMUG00000023251	3955
ENSMMUG00000014028	3246
ENSMMUG00000059832	83
ENSMMUG00000057008	2780
ENSMMUG00000013067	638
ENSMMUG00000009608	3884
ENSMMUG00000001220	2580
ENSMMUG00000061994	1020
ENSMMUG00000008320	3856
ENSMMUG00000060269	1250
ENSMMUG00000011626	2359
ENSMMUG00000040263	4828
ENSMMUG00000062919	85
ENSMMUG00000036745	103
ENSMMUG00000013068	2553
ENSMMUG00000011351	7282
ENSMMUG00000048262	273
ENSMMUG00000062390	86
ENSMMUG00000003101	1898
ENSMMUG00000014544	7476
ENSMMUG00000044353	1217
ENSMMUG00000027066	91
ENSMMUG00000049991	148
ENSMMUG00000060676	87
ENSMMUG00000032693	90
ENSMMUG00000056518	3267
ENSMMUG00000064371	1802
ENSMMUG00000051425	1359
ENSMMUG00000039210	1260
ENSMMUG00000050782	59
ENSMMUG00000009145	4733
ENSMMUG00000057187	2332
ENSMMUG00000012277	3248
ENSMMUG00000005589	312
ENSMMUG00000064332	89
ENSMMUG00000035263	101
ENSMMUG00000064607	2400
ENSMMUG00000063988	5401
ENSMMUG00000027030	90
ENSMMUG00000063977	3835
ENSMMUG00000007538	4106
ENSMMUG00000050654	119
ENSMMUG00000028908	856
ENSMMUG00000050799	1269
ENSMMUG00000063251	111
ENSMMUG00000011352	3471
ENSMMUG00000056373	148
ENSMMUG00000060902	81
ENSMMUG00000018887	4056
ENSMMUG00000058062	1354
ENSMMUG00000062377	2072
ENSMMUG00000019966	3173
ENSMMUG00000061417	87
ENSMMUG00000040142	1155
ENSMMUG00000064250	2235
ENSMMUG00000049459	1002
ENSMMUG00000055691	148
ENSMMUG00000014787	2241
ENSMMUG00000060222	715
ENSMMUG00000062200	903
ENSMMUG00000011627	1900
ENSMMUG00000062706	87
ENSMMUG00000050817	2394
ENSMMUG00000048108	1134
ENSMMUG00000008139	3471
ENSMMUG00000055813	1233
ENSMMUG00000058931	1041
ENSMMUG00000052093	110
ENSMMUG00000028750	573
ENSMMUG00000053470	148
ENSMMUG00000048081	1017
ENSMMUG00000061476	112
ENSMMUG00000058898	89
ENSMMUG00000056194	1266
ENSMMUG00000000654	1769
ENSMMUG00000057682	745
ENSMMUG00000060628	89
ENSMMUG00000010247	900
ENSMMUG00000032721	112
ENSMMUG00000002695	1400
ENSMMUG00000028907	4219
ENSMMUG00000001519	3681
ENSMMUG00000039291	70
ENSMMUG00000044817	3198
ENSMMUG00000009682	2307
ENSMMUG00000032939	67
ENSMMUG00000002694	594
ENSMMUG00000058053	149
ENSMMUG00000012013	1406
ENSMMUG00000014789	2164
ENSMMUG00000003036	3808
ENSMMUG00000062349	61
ENSMMUG00000054473	2469
ENSMMUG00000064653	1278
ENSMMUG00000061777	975
ENSMMUG00000051257	148
ENSMMUG00000050267	713
ENSMMUG00000012787	4187
ENSMMUG00000053873	1054
ENSMMUG00000062627	1155
ENSMMUG00000042264	1189
ENSMMUG00000058405	4925
ENSMMUG00000008143	5097
ENSMMUG00000007265	6822
ENSMMUG00000050456	148
ENSMMUG00000055187	1365
ENSMMUG00000059128	996
ENSMMUG00000064146	148
ENSMMUG00000059910	2945
ENSMMUG00000018884	4340
ENSMMUG00000054052	2657
ENSMMUG00000008142	4374
ENSMMUG00000051220	2966
ENSMMUG00000019064	1327
ENSMMUG00000056583	103
ENSMMUG00000047533	963
ENSMMUG00000033584	213
ENSMMUG00000014791	2148
ENSMMUG00000006385	1359
ENSMMUG00000061010	1242
ENSMMUG00000050451	148
ENSMMUG00000009685	1197
ENSMMUG00000018883	3172
ENSMMUG00000036457	125
ENSMMUG00000013140	4169
ENSMMUG00000062124	148
ENSMMUG00000014794	729
ENSMMUG00000052720	148
ENSMMUG00000056948	1520
ENSMMUG00000049451	3793
ENSMMUG00000008417	3549
ENSMMUG00000062347	1284
ENSMMUG00000058727	2518
ENSMMUG00000002278	2025
ENSMMUG00000064979	1789
ENSMMUG00000010837	3970
ENSMMUG00000054688	2006
ENSMMUG00000060263	1157
ENSMMUG00000050177	1056
ENSMMUG00000059028	330
ENSMMUG00000025968	105
ENSMMUG00000007268	6832
ENSMMUG00000060455	6460
ENSMMUG00000000837	1230
ENSMMUG00000014795	2458
ENSMMUG00000043832	297
ENSMMUG00000064278	2031
ENSMMUG00000028852	1977
ENSMMUG00000064936	354
ENSMMUG00000021062	1346
ENSMMUG00000015532	4900
ENSMMUG00000007392	3054
ENSMMUG00000055683	148
ENSMMUG00000012958	4161
ENSMMUG00000058621	2741
ENSMMUG00000061661	3102
ENSMMUG00000014346	8071
ENSMMUG00000002638	7207
ENSMMUG00000011962	6299
ENSMMUG00000003273	3654
ENSMMUG00000010838	3516
ENSMMUG00000000841	1578
ENSMMUG00000028906	5201
ENSMMUG00000003568	1007
ENSMMUG00000039774	291
ENSMMUG00000017061	7519
ENSMMUG00000051234	148
ENSMMUG00000012959	3616
ENSMMUG00000012280	1439
ENSMMUG00000057169	148
ENSMMUG00000056327	828
ENSMMUG00000062009	117
ENSMMUG00000017424	544
ENSMMUG00000057378	1604
ENSMMUG00000058669	1710
ENSMMUG00000017065	722
ENSMMUG00000021154	2376
ENSMMUG00000054323	2027
ENSMMUG00000048135	3129
ENSMMUG00000043400	3846
ENSMMUG00000051134	151
ENSMMUG00000061074	411
ENSMMUG00000011373	2019
ENSMMUG00000051361	148
ENSMMUG00000050035	148
ENSMMUG00000057093	486
ENSMMUG00000042375	740
ENSMMUG00000008324	1533
ENSMMUG00000000845	7065
ENSMMUG00000018760	603
ENSMMUG00000063890	89
ENSMMUG00000014797	297
ENSMMUG00000021690	3968
ENSMMUG00000042837	4743
ENSMMUG00000001427	6976
ENSMMUG00000046698	540
ENSMMUG00000013577	2595
ENSMMUG00000010996	6638
ENSMMUG00000005694	3578
ENSMMUG00000061126	1557
ENSMMUG00000064570	594
ENSMMUG00000008326	3514
ENSMMUG00000014800	2931
ENSMMUG00000059695	2460
ENSMMUG00000044157	2212
ENSMMUG00000053026	148
ENSMMUG00000064049	117
ENSMMUG00000059588	1020
ENSMMUG00000022116	5190
ENSMMUG00000050294	145
ENSMMUG00000020668	4857
ENSMMUG00000019264	1270
ENSMMUG00000058896	1031
ENSMMUG00000005695	7548
ENSMMUG00000010866	609
ENSMMUG00000028844	4372
ENSMMUG00000018966	4468
ENSMMUG00000051928	5762
ENSMMUG00000065349	148
ENSMMUG00000058926	3303
ENSMMUG00000055755	2654
ENSMMUG00000062590	3893
ENSMMUG00000005860	192
ENSMMUG00000014301	9106
ENSMMUG00000064477	289
ENSMMUG00000013746	502
ENSMMUG00000019265	2668
ENSMMUG00000021989	2036
ENSMMUG00000024262	133
ENSMMUG00000063040	148
ENSMMUG00000014345	957
ENSMMUG00000028843	2353
ENSMMUG00000007485	4251
ENSMMUG00000052014	1059
ENSMMUG00000062373	1869
ENSMMUG00000051054	107
ENSMMUG00000054604	65
ENSMMUG00000015306	993
ENSMMUG00000052782	564
ENSMMUG00000028833	7888
ENSMMUG00000054238	3459
ENSMMUG00000004467	2167
ENSMMUG00000014347	1549
ENSMMUG00000009334	6401
ENSMMUG00000063366	147
ENSMMUG00000061494	1620
ENSMMUG00000014348	2423
ENSMMUG00000058841	148
ENSMMUG00000021395	2580
ENSMMUG00000001426	2274
ENSMMUG00000018503	9079
ENSMMUG00000022117	2712
ENSMMUG00000060262	148
ENSMMUG00000023802	5838
ENSMMUG00000038308	4780
ENSMMUG00000055885	2012
ENSMMUG00000014303	1686
ENSMMUG00000061017	1494
ENSMMUG00000048942	1715
ENSMMUG00000052299	148
ENSMMUG00000060189	1913
ENSMMUG00000007398	2487
ENSMMUG00000008458	6590
ENSMMUG00000015303	6960
ENSMMUG00000054055	9518
ENSMMUG00000053188	3428
ENSMMUG00000064388	3169
ENSMMUG00000013402	1263
ENSMMUG00000013422	1106
ENSMMUG00000018441	2511
ENSMMUG00000013538	5227
ENSMMUG00000063118	148
ENSMMUG00000052133	153
ENSMMUG00000023717	6269
ENSMMUG00000039178	301
ENSMMUG00000053170	148
ENSMMUG00000055771	148
ENSMMUG00000002912	2092
ENSMMUG00000005552	2453
ENSMMUG00000063565	321
ENSMMUG00000064661	1825
ENSMMUG00000055237	4189
ENSMMUG00000014305	1484
ENSMMUG00000051892	4021
ENSMMUG00000054759	1333
ENSMMUG00000023418	2328
ENSMMUG00000058856	300
ENSMMUG00000020452	1161
ENSMMUG00000010840	5944
ENSMMUG00000018504	4842
ENSMMUG00000055440	944
ENSMMUG00000015301	7132
ENSMMUG00000048803	3260
ENSMMUG00000059229	5904
ENSMMUG00000002913	7918
ENSMMUG00000063425	1703
ENSMMUG00000057890	7583
ENSMMUG00000028749	252
ENSMMUG00000062422	1728
ENSMMUG00000007551	1376
ENSMMUG00000018103	7559
ENSMMUG00000063297	1645
ENSMMUG00000007875	2002
ENSMMUG00000002471	594
ENSMMUG00000000362	2393
ENSMMUG00000018954	1721
ENSMMUG00000013539	2325
ENSMMUG00000042645	1572
ENSMMUG00000021525	4729
ENSMMUG00000039104	1802
ENSMMUG00000055305	3554
ENSMMUG00000007877	366
ENSMMUG00000003257	3172
ENSMMUG00000056913	1014
ENSMMUG00000058540	1158
ENSMMUG00000007401	2518
ENSMMUG00000058273	3853
ENSMMUG00000004468	2139
ENSMMUG00000056683	2188
ENSMMUG00000061407	1598
ENSMMUG00000024323	84
ENSMMUG00000005554	3456
ENSMMUG00000060429	2098
ENSMMUG00000038718	300
ENSMMUG00000024003	85
ENSMMUG00000061085	1479
ENSMMUG00000059667	1182
ENSMMUG00000052723	2975
ENSMMUG00000028889	595
ENSMMUG00000026039	71
ENSMMUG00000017254	1398
ENSMMUG00000023932	86
ENSMMUG00000063586	9133
ENSMMUG00000061103	5426
ENSMMUG00000054126	2724
ENSMMUG00000007549	576
ENSMMUG00000049530	3841
ENSMMUG00000002472	2739
ENSMMUG00000003256	3858
ENSMMUG00000063870	1889
ENSMMUG00000011389	4150
ENSMMUG00000045865	1077
ENSMMUG00000012096	3325
ENSMMUG00000038702	1762
ENSMMUG00000062868	1386
ENSMMUG00000031426	378
ENSMMUG00000010842	2995
ENSMMUG00000053175	961
ENSMMUG00000062204	1423
ENSMMUG00000018953	1029
ENSMMUG00000000491	1588
ENSMMUG00000016596	2416
ENSMMUG00000020393	5735
ENSMMUG00000025503	88
ENSMMUG00000051256	2236
ENSMMUG00000058960	1608
ENSMMUG00000019369	4193
ENSMMUG00000026908	107
ENSMMUG00000050586	148
ENSMMUG00000057451	5513
ENSMMUG00000050385	3985
ENSMMUG00000062866	3295
ENSMMUG00000054291	3423
ENSMMUG00000060177	969
ENSMMUG00000012273	2861
ENSMMUG00000003686	2464
ENSMMUG00000004615	2757
ENSMMUG00000057655	2701
ENSMMUG00000013927	2653
ENSMMUG00000014132	3569
ENSMMUG00000007972	3265
ENSMMUG00000011588	6348
ENSMMUG00000003161	8290
ENSMMUG00000014153	2257
ENSMMUG00000028946	591
ENSMMUG00000021673	2929
ENSMMUG00000014155	2583
ENSMMUG00000062425	6953
ENSMMUG00000015533	6040
ENSMMUG00000055747	4268
ENSMMUG00000058740	1308
ENSMMUG00000004616	1177
ENSMMUG00000063175	715
ENSMMUG00000010886	4346
ENSMMUG00000009787	981
ENSMMUG00000057215	959
ENSMMUG00000013425	741
ENSMMUG00000059175	6125
ENSMMUG00000049594	148
ENSMMUG00000061579	1654
ENSMMUG00000053083	1341
ENSMMUG00000065025	2080
ENSMMUG00000061136	148
ENSMMUG00000006711	869
ENSMMUG00000013426	1104
ENSMMUG00000039980	5455
ENSMMUG00000040259	275
ENSMMUG00000014135	2745
ENSMMUG00000049883	148
ENSMMUG00000060815	1191
ENSMMUG00000038362	2168
ENSMMUG00000011392	5517
ENSMMUG00000063468	117
ENSMMUG00000003819	1757
ENSMMUG00000000485	5802
ENSMMUG00000056332	3458
ENSMMUG00000044697	1710
ENSMMUG00000021675	3221
ENSMMUG00000022930	3136
ENSMMUG00000013429	2095
ENSMMUG00000014543	6964
ENSMMUG00000063756	102
ENSMMUG00000049747	609
ENSMMUG00000006715	3426
ENSMMUG00000014137	6287
ENSMMUG00000012937	6111
ENSMMUG00000058712	3049
ENSMMUG00000045427	2546
ENSMMUG00000047772	2696
ENSMMUG00000022931	4358
