mmul_gene_id	mmul_symbol	human_symbol
ENSMMUG00000019597	TBL1XR1	TBL1XR1
ENSMMUG00000046495	TBL1Y	TBL1Y
ENSMMUG00000009093	TBL2	TBL2
ENSMMUG00000007943	TBL3	TBL3
ENSMMUG00000019917	TBP	TBP
ENSMMUG00000008474	TBRG1	TBRG1
ENSMMUG00000010823	TBRG4	TBRG4
ENSMMUG00000009257	TBX15	TBX15
ENSMMUG00000010599	TBX18	TBX18
ENSMMUG00000060729	TBX19	TBX19
ENSMMUG00000012549	TBX20	TBX20
ENSMMUG00000057231	TBX21	TBX21
ENSMMUG00000054447	TBX22	TBX22
ENSMMUG00000015070	TBX3	TBX3
ENSMMUG00000051933	TBX4	TBX4
ENSMMUG00000016202	TBX5	TBX5
ENSMMUG00000000981	TBX6	TBX6
ENSMMUG00000011745	TC2N	TC2N
ENSMMUG00000001096	TCAIM	TCAIM
ENSMMUG00000016022	TCEA1	TCEA1
ENSMMUG00000018878	TCEA2	TCEA2
ENSMMUG00000003500	TCEAL1	TCEAL1
ENSMMUG00000004154	TCEAL5	TCEAL5
ENSMMUG00000032384	TCEAL7	TCEAL7
ENSMMUG00000052429	TCEAL8	TCEAL8
ENSMMUG00000014218	TCEANC2	TCEANC2
ENSMMUG00000045123	TCEB2	ELOB
ENSMMUG00000023288	TCERG1	TCERG1
ENSMMUG00000015682	TCF19	TCF19
ENSMMUG00000002656	TCF20	TCF20
ENSMMUG00000064455	TCF21	TCF21
ENSMMUG00000056872	TCF23	TCF23
ENSMMUG00000004926	TCF25	TCF25
ENSMMUG00000012001	TCF4	TCF4
ENSMMUG00000020134	TCF7L1	TCF7L1
ENSMMUG00000056263	TCHH	CCDC89
ENSMMUG00000023190	TCIRG1	TCIRG1
ENSMMUG00000015838	TCL1B	TCL1B
ENSMMUG00000013524	TCN1	TCN1
ENSMMUG00000019803	TCN2	TCN2
ENSMMUG00000009111	TCOF1	TCOF1
ENSMMUG00000012846	TCP1	TCP1
ENSMMUG00000021720	TCP11	TCP11
ENSMMUG00000002539	TCP11L1	TCP11L1
ENSMMUG00000003711	TCP11L2	TCP11L2
ENSMMUG00000058903	TCTA	TCTA
ENSMMUG00000014386	TCTE1	DRC5
ENSMMUG00000039526	TCTN1	TCTN1
ENSMMUG00000064225	TCTN2	TCTN2
ENSMMUG00000003103	TCTN3	TCTN3
ENSMMUG00000021291	TDG	TDG
ENSMMUG00000004460	TDP1	TDP1
ENSMMUG00000009803	TDP2	TDP2
ENSMMUG00000022517	TDRD1	TDRD1
ENSMMUG00000016033	TDRD5	TDRD5
ENSMMUG00000019252	TDRD6	TDRD6
ENSMMUG00000012275	TDRD7	TDRD7
ENSMMUG00000006243	TDRD9	TDRD9
ENSMMUG00000009096	TDRKH	TDRKH
ENSMMUG00000043506	TDRP	TDRP
ENSMMUG00000010875	TEAD1	TEAD1
ENSMMUG00000014791	TEAD2	TEAD2
ENSMMUG00000018628	TEC	TEC
ENSMMUG00000005537	TECRL	TECRL
ENSMMUG00000003548	TECTB	TECTB
ENSMMUG00000022886	TEDDM1	TEDDM1
ENSMMUG00000006080	TEK	TEK
ENSMMUG00000021519	TEKT1	TEKT1
ENSMMUG00000002208	TEKT3	TEKT3
ENSMMUG00000051048	TEKT4	TEKT4
ENSMMUG00000008119	TELO2	TELO2
ENSMMUG00000016255	TEP1	TEP1
ENSMMUG00000023208	TERF1	TERF1
ENSMMUG00000016633	TERF2	TERF2
ENSMMUG00000005756	TERF2IP	TERF2IP
ENSMMUG00000007097	TES	TES
ENSMMUG00000017478	TESC	TESC
ENSMMUG00000016316	TESK1	TESK1
ENSMMUG00000023198	TET1	TET1
ENSMMUG00000017831	TET2	TET2
ENSMMUG00000020551	TET3	TET3
ENSMMUG00000001526	TEX10	TEX10
ENSMMUG00000003049	TEX11	TEX11
ENSMMUG00000057431	TEX12	TEX12
ENSMMUG00000046572	TEX14	TEX14
ENSMMUG00000020821	TEX15	TEX15
ENSMMUG00000044068	TEX19	TEX19
ENSMMUG00000017521	TEX2	TEX2
ENSMMUG00000002093	TEX261	TEX261
ENSMMUG00000000345	TEX30	TEX30
ENSMMUG00000019484	TEX9	TEX9
ENSMMUG00000019829	TFAM	TFAM
ENSMMUG00000006186	TFAP2A	TFAP2A
ENSMMUG00000002869	TFAP2B	TFAP2B
ENSMMUG00000009364	TFAP2C	TFAP2C
ENSMMUG00000002867	TFAP2D	TFAP2D
ENSMMUG00000011171	TFB1M	TFB1M
ENSMMUG00000055490	TFB2M	TFB2M
ENSMMUG00000000152	TFCP2	TFCP2
ENSMMUG00000008829	TFCP2L1	TFCP2L1
ENSMMUG00000011134	TFDP2	TFDP2
ENSMMUG00000023494	TFE3	TFE3
ENSMMUG00000004690	TFEB	TFEB
ENSMMUG00000038489	TFEC	TFEC
ENSMMUG00000002863	TFG	TFG
ENSMMUG00000023446	TFIP11	TFIP11
ENSMMUG00000009448	TFPI	TFPI
ENSMMUG00000020581	TFPI2	TFPI2
ENSMMUG00000022296	TFPT	TFPT
ENSMMUG00000002950	TFR2	TFR2
ENSMMUG00000002114	TFRC	TFRC
ENSMMUG00000041378	TG	TG
ENSMMUG00000013063	TGDS	TGDS
ENSMMUG00000010591	TGFA	TGFA
ENSMMUG00000000896	TGFB1I1	TGFB1I1
ENSMMUG00000004071	TGFB2	TGFB2
ENSMMUG00000012069	TGFB3	TGFB3
ENSMMUG00000000332	TGFBI	TGFBI
ENSMMUG00000001304	TGFBR1	TGFBR1
ENSMMUG00000010031	TGFBR2	TGFBR2
ENSMMUG00000001742	TGFBR3	TGFBR3
ENSMMUG00000015789	TGFBRAP1	TGFBRAP1
ENSMMUG00000005086	TGIF1	TGIF1
ENSMMUG00000008195	TGIF2	TGIF2
ENSMMUG00000009258	TGIF2LX	TGIF2LX
ENSMMUG00000012452	TGM1	TGM1
ENSMMUG00000007819	TGM3	TGM3
ENSMMUG00000058890	TGM4	TGM4
ENSMMUG00000022256	TGM5	TGM5
ENSMMUG00000022251	TGM7	TGM7
ENSMMUG00000005478	TGS1	TGS1
ENSMMUG00000003912	TH	TH
ENSMMUG00000064084	THAP1	THAP1
ENSMMUG00000015085	THAP10	THAP10
ENSMMUG00000013240	THAP11	THAP11
ENSMMUG00000058689	THAP2	THAP2
ENSMMUG00000002047	THAP3	THAP3
ENSMMUG00000005662	THAP4	THAP4
ENSMMUG00000011834	THAP5	THAP5
ENSMMUG00000009180	THAP6	THAP6
ENSMMUG00000020483	THAP7	THAP7
ENSMMUG00000019702	THAP8	THAP8
ENSMMUG00000008510	THAP9	THAP9
ENSMMUG00000016814	THBD	THBD
ENSMMUG00000006035	THBS1	THBS1
ENSMMUG00000051514	THBS2	THBS2
ENSMMUG00000003902	THBS3	THBS3
ENSMMUG00000003143	THBS4	THBS4
ENSMMUG00000018170	THEMIS2	THEMIS2
ENSMMUG00000050641	THG1L	THG1L
ENSMMUG00000022383	THNSL1	THNSL1
ENSMMUG00000004662	THOC1	THOC1
ENSMMUG00000003745	THOC2	THOC2
ENSMMUG00000018737	THOC3	THOC3
ENSMMUG00000007666	THOC6	THOC6
ENSMMUG00000012783	THOC7	THOC7
ENSMMUG00000007268	THOP1	THOP1
ENSMMUG00000014622	THRAP3	THRAP3
ENSMMUG00000000067	THRB	THRB
ENSMMUG00000017470	THRSP	THRSP
ENSMMUG00000009528	THSD1	THSD1
ENSMMUG00000045970	THTPA	THTPA
ENSMMUG00000004225	THUMPD1	THUMPD1
ENSMMUG00000011841	THUMPD2	THUMPD2
ENSMMUG00000017307	THUMPD3	THUMPD3
ENSMMUG00000008923	THY1	THY1
ENSMMUG00000007103	THYN1	THYN1
ENSMMUG00000001126	TIA1	TIA1
ENSMMUG00000019571	TIAM1	TIAM1
ENSMMUG00000014163	TICAM1	TICAM1
ENSMMUG00000015114	TICAM2	TMED7-TICAM2
ENSMMUG00000001254	TICRR	TICRR
ENSMMUG00000015589	TIFA	TIFA
ENSMMUG00000040952	TIGD7	TIGD7
ENSMMUG00000051497	TIMM10	TIMM10
ENSMMUG00000001924	TIMM17A	TIMM17A
ENSMMUG00000004547	TIMM17B	TIMM17B
ENSMMUG00000009847	TIMM23	TIMM23
ENSMMUG00000006542	TIMM44	TIMM44
ENSMMUG00000052483	TIMM8A	TIMM8A
ENSMMUG00000043558	TIMM8B	TIMM8B
ENSMMUG00000049718	TIMM9	TIMM9
ENSMMUG00000011426	TIMP1	TIMP1
ENSMMUG00000005355	TIMP2	TIMP2
ENSMMUG00000062825	TIMP3	TIMP3
ENSMMUG00000001127	TIMP4	TIMP4
ENSMMUG00000012784	TINAG	TINAG
ENSMMUG00000029407	TINF2	TINF2
ENSMMUG00000000366	TIPARP	TIPARP
ENSMMUG00000021166	TIPRL	TIPRL
ENSMMUG00000051458	TIRAP	TIRAP
ENSMMUG00000023319	TJAP1	TJAP1
ENSMMUG00000017878	TJP1	TJP1
ENSMMUG00000028930	TJP3	TJP3
ENSMMUG00000021867	TK1	TK1
ENSMMUG00000000029	TK2	TK2
ENSMMUG00000013667	TKTL1	TKTL1
ENSMMUG00000003388	TKTL2	TKTL2
ENSMMUG00000051743	TLCD1	TLCD1
ENSMMUG00000062386	TLCD2	TLCD2
ENSMMUG00000003718	TLE1	TLE1
ENSMMUG00000023365	TLE4	TLE4
ENSMMUG00000011189	TLK1	TLK1
ENSMMUG00000002166	TLK2	TLK2
ENSMMUG00000015799	TLL1	TLL1
ENSMMUG00000015826	TLL2	TLL2
ENSMMUG00000031856	TLN1	TLN1
ENSMMUG00000011503	TLN2	TLN2
ENSMMUG00000016754	TLR1	TLR1
ENSMMUG00000003373	TLR10	TLR10
ENSMMUG00000015847	TLR2	TLR2
ENSMMUG00000021762	TLR3	TLR3
ENSMMUG00000009112	TLR4	TLR4
ENSMMUG00000000870	TLR5	TLR5
ENSMMUG00000002418	TLR6	TLR6
ENSMMUG00000014254	TLR7	TLR7
ENSMMUG00000014255	TLR8	TLR8
ENSMMUG00000012263	TLR9	TLR9
ENSMMUG00000043505	TLX2	TLX2
ENSMMUG00000057846	TLX3	TLX3
ENSMMUG00000010931	TM2D1	TM2D1
ENSMMUG00000056131	TM2D2	TM2D2
ENSMMUG00000000277	TM2D3	TM2D3
ENSMMUG00000052736	TM4SF1	TM4SF1
ENSMMUG00000047621	TM4SF18	TM4SF18
ENSMMUG00000017310	TM4SF19	TM4SF19
ENSMMUG00000013245	TM4SF20	TM4SF20
ENSMMUG00000018980	TM4SF4	TM4SF4
ENSMMUG00000008576	TM6SF2	TM6SF2
ENSMMUG00000018773	TM7SF2	TM7SF2
ENSMMUG00000003217	TM7SF3	TM7SF3
ENSMMUG00000012493	TM9SF1	TM9SF1
ENSMMUG00000001874	TM9SF3	TM9SF3
ENSMMUG00000017416	TM9SF4	TM9SF4
ENSMMUG00000022817	TMBIM1	TMBIM1
ENSMMUG00000005960	TMBIM6	TMBIM6
ENSMMUG00000012503	TMC1	TMC1
ENSMMUG00000013889	TMC2	TMC2
ENSMMUG00000011564	TMC3	TMC3
ENSMMUG00000013329	TMC5	TMC5
ENSMMUG00000006911	TMC7	TMC7
ENSMMUG00000016793	TMCC1	TMCC1
ENSMMUG00000010480	TMCC2	TMCC2
ENSMMUG00000052510	TMCO2	TMCO2
ENSMMUG00000040562	TMCO3	SLC9D1
ENSMMUG00000002492	TMCO4	TMCO4
ENSMMUG00000055775	TMED1	TMED1
ENSMMUG00000016164	TMED3	TMED3
ENSMMUG00000002650	TMED4	TMED4
ENSMMUG00000045421	TMED5	TMED5
ENSMMUG00000016634	TMED6	TMED6
ENSMMUG00000064489	TMED9	TMED9
ENSMMUG00000001475	TMEFF2	TMEFF2
ENSMMUG00000006068	TMEM100	TMEM100
ENSMMUG00000059624	TMEM101	TMEM101
ENSMMUG00000009709	TMEM102	TMEM102
ENSMMUG00000005739	TMEM104	SLC38A12
ENSMMUG00000010436	TMEM106A	TMEM106A
ENSMMUG00000005159	TMEM106B	TMEM106B
ENSMMUG00000011441	TMEM106C	TMEM106C
ENSMMUG00000055944	TMEM107	TMEM107
ENSMMUG00000019854	TMEM108	TMEM108
ENSMMUG00000020893	TMEM11	TMEM11
ENSMMUG00000023777	TMEM114	TMEM114
ENSMMUG00000057917	TMEM115	TMEM115
ENSMMUG00000000205	TMEM117	TMEM117
ENSMMUG00000007163	TMEM121	TMEM121
ENSMMUG00000003403	TMEM123	TMEM123
ENSMMUG00000012766	TMEM125	TMEM125
ENSMMUG00000057373	TMEM126A	TMEM126A
ENSMMUG00000016540	TMEM126B	TMEM126B
ENSMMUG00000057143	TMEM127	TMEM127
ENSMMUG00000011428	TMEM131	TMEM131
ENSMMUG00000000031	TMEM132C	TMEM132C
ENSMMUG00000012977	TMEM132E	TMEM132E
ENSMMUG00000010229	TMEM135	TMEM135
ENSMMUG00000022373	TMEM138	TMEM138
ENSMMUG00000004448	TMEM144	TMEM144
ENSMMUG00000012170	TMEM145	TMEM145
ENSMMUG00000000841	TMEM147	TMEM147
ENSMMUG00000060163	TMEM14A	TMEM14A
ENSMMUG00000018788	TMEM14B	TMEM14B
ENSMMUG00000062509	TMEM150A	TMEM150A
ENSMMUG00000028716	TMEM150B	TMEM150B
ENSMMUG00000006955	TMEM151A	TMEM151A
ENSMMUG00000001752	TMEM155	SMIM43
ENSMMUG00000002419	TMEM156	TMEM156
ENSMMUG00000057454	TMEM160	TMEM160
ENSMMUG00000009319	TMEM161B	TMEM161B
ENSMMUG00000022822	TMEM164	TMEM164
ENSMMUG00000001918	TMEM165	TMEM165
ENSMMUG00000050624	TMEM167B	TMEM167B
ENSMMUG00000015543	TMEM168	TMEM168
ENSMMUG00000057986	TMEM17	TMEM17
ENSMMUG00000052262	TMEM170B	TMEM170B
ENSMMUG00000015433	TMEM171	TMEM171
ENSMMUG00000021099	TMEM174	TMEM174
ENSMMUG00000017221	TMEM175	TMEM175
ENSMMUG00000008596	TMEM176B	TMEM176B
ENSMMUG00000006446	TMEM177	TMEM177
ENSMMUG00000003682	TMEM179B	TMEM179B
ENSMMUG00000004169	TMEM182	TMEM182
ENSMMUG00000000801	TMEM183A	TMEM183A
ENSMMUG00000013080	TMEM184A	TMEM184A
ENSMMUG00000004977	TMEM184C	TMEM184C
ENSMMUG00000063759	TMEM185B	TMEM185B
ENSMMUG00000005132	TMEM187	TMEM187
ENSMMUG00000020948	TMEM19	TMEM19
ENSMMUG00000015900	TMEM190	TMEM190
ENSMMUG00000018823	TMEM191C	TMEM191C
ENSMMUG00000009610	TMEM196	TMEM196
ENSMMUG00000013241	TMEM198	TMEM198
ENSMMUG00000021351	TMEM199	VMA12
ENSMMUG00000051597	TMEM200A	TMEM200A
ENSMMUG00000055350	TMEM200C	TMEM200C
ENSMMUG00000043999	TMEM201	TMEM201
ENSMMUG00000046202	TMEM203	TMEM203
ENSMMUG00000062198	TMEM204	TMEM204
ENSMMUG00000057356	TMEM205	TMEM205
ENSMMUG00000020263	TMEM208	TMEM208
ENSMMUG00000030170	TMEM209	TMEM209
ENSMMUG00000059192	TMEM213	TMEM213
ENSMMUG00000053668	TMEM215	TMEM215
ENSMMUG00000002365	TMEM216	TMEM216
ENSMMUG00000020273	TMEM219	TMEM219
ENSMMUG00000004872	TMEM220	TMEM220
ENSMMUG00000056037	TMEM225	TMEM225
ENSMMUG00000048801	TMEM229B	TMEM229B
ENSMMUG00000013258	TMEM230	TMEM230
ENSMMUG00000001564	TMEM231	TMEM231
ENSMMUG00000042297	TMEM244	TMEM244
ENSMMUG00000000695	TMEM245	TMEM245
ENSMMUG00000015843	TMEM248	TMEM248
ENSMMUG00000005492	TMEM25	TMEM25
ENSMMUG00000056154	TMEM252	TMEM252
ENSMMUG00000029446	TMEM253	TMEM253
ENSMMUG00000003015	TMEM254	TMEM254
ENSMMUG00000014529	TMEM26	TMEM26
ENSMMUG00000020885	TMEM260	TMEM260
ENSMMUG00000019273	TMEM30A	TMEM30A
ENSMMUG00000006112	TMEM31	TMEM31
ENSMMUG00000020940	TMEM33	TMEM33
ENSMMUG00000060725	TMEM37	TMEM37
ENSMMUG00000002672	TMEM38B	TMEM38B
ENSMMUG00000012010	TMEM39A	TMEM39A
ENSMMUG00000015650	TMEM39B	TMEM39B
ENSMMUG00000010276	TMEM40	TMEM40
ENSMMUG00000046626	TMEM41A	TMEM41A
ENSMMUG00000003650	TMEM42	TMEM42
ENSMMUG00000023124	TMEM43	TMEM43
ENSMMUG00000010706	TMEM44	TMEM44
ENSMMUG00000002861	TMEM45A	TMEM45A
ENSMMUG00000050179	TMEM45B	TMEM45B
ENSMMUG00000056731	TMEM47	TMEM47
ENSMMUG00000032217	TMEM50A	TMEM50A
ENSMMUG00000005509	TMEM50B	TMEM50B
ENSMMUG00000064464	TMEM53	TMEM53
ENSMMUG00000007183	TMEM59	TMEM59
ENSMMUG00000009988	TMEM59L	TMEM59L
ENSMMUG00000009007	TMEM60	TMEM60
ENSMMUG00000006507	TMEM62	TMEM62
ENSMMUG00000005785	TMEM63A	TMEM63A
ENSMMUG00000001092	TMEM63C	TMEM63C
ENSMMUG00000054755	TMEM65	TMEM65
ENSMMUG00000005561	TMEM67	TMEM67
ENSMMUG00000050147	TMEM70	TMEM70
ENSMMUG00000016221	TMEM74	TMEM74
ENSMMUG00000047929	TMEM79	TMEM79
ENSMMUG00000018802	TMEM81	TMEM81
ENSMMUG00000045777	TMEM82	TMEM82
ENSMMUG00000041731	TMEM86A	TMEM86A
ENSMMUG00000014515	TMEM87A	TMEM87A
ENSMMUG00000002231	TMEM87B	TMEM87B
ENSMMUG00000008176	TMEM88	TMEM88
ENSMMUG00000055005	TMEM89	TMEM89
ENSMMUG00000031865	TMEM8B	TMEM8B
ENSMMUG00000013500	TMEM9	TMEM9
ENSMMUG00000014346	TMEM91	TMEM91
ENSMMUG00000006213	TMEM95	TMEM95
ENSMMUG00000054461	TMEM97	TMEM97
ENSMMUG00000008616	TMF1	TMF1
ENSMMUG00000056200	TMIGD1	TMIGD1
ENSMMUG00000009481	TMLHE	TMLHE
ENSMMUG00000012278	TMOD1	TMOD1
ENSMMUG00000017432	TMOD2	TMOD2
ENSMMUG00000002345	TMOD3	TMOD3
ENSMMUG00000007903	TMOD4	TMOD4
ENSMMUG00000052664	TMPPE	TMPPE
ENSMMUG00000000552	TMPRSS11A	TMPRSS11A
ENSMMUG00000060914	TMPRSS11B	TMPRSS11B
ENSMMUG00000050011	TMPRSS11D	TMPRSS11D
ENSMMUG00000011103	TMPRSS11E	TMPRSS11E
ENSMMUG00000020312	TMPRSS11F	TMPRSS11F
ENSMMUG00000018484	TMPRSS12	TMPRSS12
ENSMMUG00000007618	TMPRSS13	TMPRSS13
ENSMMUG00000064962	TMPRSS15	TMPRSS15
ENSMMUG00000018079	TMPRSS3	TMPRSS3
ENSMMUG00000007620	TMPRSS4	TMPRSS4
ENSMMUG00000030906	TMPRSS5	TMPRSS5
ENSMMUG00000000151	TMPRSS6	TMPRSS6
ENSMMUG00000016068	TMPRSS7	TMPRSS7
ENSMMUG00000001190	TMPRSS9	TMPRSS9
ENSMMUG00000011305	TMTC2	TMTC2
ENSMMUG00000020466	TMUB1	TMUB1
ENSMMUG00000019920	TMUB2	TMUB2
ENSMMUG00000001901	TMX1	TMX1
ENSMMUG00000040741	TMX2	TMX2
ENSMMUG00000017728	TMX3	TMX3
ENSMMUG00000021137	TMX4	TMX4
ENSMMUG00000045654	TNF	TNF
ENSMMUG00000019145	TNFAIP1	TNFAIP1
ENSMMUG00000008869	TNFAIP3	TNFAIP3
ENSMMUG00000010927	TNFAIP6	TNFAIP6
ENSMMUG00000010998	TNFAIP8L1	TNFAIP8L1
ENSMMUG00000007897	TNFAIP8L2	TNFAIP8L2
ENSMMUG00000001388	TNFAIP8L3	TNFAIP8L3
ENSMMUG00000007542	TNFRSF10A	TNFRSF10A
ENSMMUG00000016485	TNFRSF11B	TNFRSF11B
ENSMMUG00000044474	TNFRSF12A	TNFRSF12A
ENSMMUG00000005378	TNFRSF13B	TNFRSF13B
ENSMMUG00000016329	TNFRSF14	TNFRSF14
ENSMMUG00000021520	TNFRSF17	TNFRSF17
ENSMMUG00000014205	TNFRSF18	TNFRSF18
ENSMMUG00000004237	TNFRSF19	TNFRSF19
ENSMMUG00000000377	TNFRSF1A	TNFRSF1A
ENSMMUG00000021447	TNFRSF1B	TNFRSF1B
ENSMMUG00000011905	TNFRSF21	TNFRSF21
ENSMMUG00000023677	TNFRSF25	TNFRSF25
ENSMMUG00000059937	TNFRSF4	TNFRSF4
ENSMMUG00000008340	TNFRSF8	TNFRSF8
ENSMMUG00000016546	TNFRSF9	TNFRSF9
ENSMMUG00000019302	TNFSF10	TNFSF10
ENSMMUG00000017876	TNFSF11	TNFSF11
ENSMMUG00000008040	TNFSF13B	TNFSF13B
ENSMMUG00000051945	TNFSF14	TNFSF14
ENSMMUG00000012892	TNFSF15	TNFSF15
ENSMMUG00000059499	TNFSF18	TNFSF18
ENSMMUG00000061368	TNFSF4	TNFSF4
ENSMMUG00000041301	TNFSF8	TNFSF8
ENSMMUG00000022262	TNIK	TNIK
ENSMMUG00000021051	TNIP1	TNIP1
ENSMMUG00000004415	TNIP3	TNIP3
ENSMMUG00000015616	TNK1	TNK1
ENSMMUG00000000972	TNK2	TNK2
ENSMMUG00000000965	TNKS	TNKS
ENSMMUG00000017809	TNKS1BP1	TNKS1BP1
ENSMMUG00000007478	TNKS2	TNKS2
ENSMMUG00000008212	TNMD	TNMD
ENSMMUG00000000545	TNN	TNN
ENSMMUG00000021025	TNNC2	TNNC2
ENSMMUG00000046222	TNNI1	TNNI1
ENSMMUG00000006169	TNNT1	TNNT1
ENSMMUG00000056199	TNNT2	TNNT2
ENSMMUG00000019257	TNP1	TNP1
ENSMMUG00000020923	TNPO1	TNPO1
ENSMMUG00000005684	TNPO2	TNPO2
ENSMMUG00000004311	TNPO3	TNPO3
ENSMMUG00000015723	TNR	TNR
ENSMMUG00000008220	TNRC18	TNRC18
ENSMMUG00000020428	TNRC6A	TNRC6A
ENSMMUG00000021345	TNRC6B	TNRC6B
ENSMMUG00000011924	TNRC6C	TNRC6C
ENSMMUG00000009386	TNS4	TNS4
ENSMMUG00000002554	TOB2	TOB2
ENSMMUG00000020081	TOE1	TOE1
ENSMMUG00000003104	TOLLIP	TOLLIP
ENSMMUG00000013383	TOM1	TOM1
ENSMMUG00000010550	TOM1L1	TOM1L1
ENSMMUG00000003349	TOM1L2	TOM1L2
ENSMMUG00000058824	TOMM20	TOMM20
ENSMMUG00000000364	TOMM22	TOMM22
ENSMMUG00000014303	TOMM40	TOMM40
ENSMMUG00000018126	TOMM40L	TOMM40L
ENSMMUG00000060496	TOMM40L	TOMM40L
ENSMMUG00000065311	TOMM7	TOMM7
ENSMMUG00000002655	TONSL	TONSL
ENSMMUG00000011112	TOP1	TOP1
ENSMMUG00000022933	TOP1MT	TOP1MT
ENSMMUG00000008941	TOP2A	TOP2A
ENSMMUG00000007371	TOP2B	TOP2B
ENSMMUG00000013533	TOP3A	TOP3A
ENSMMUG00000014487	TOP3B	TOP3B
ENSMMUG00000015127	TOPAZ1	TOPAZ1
ENSMMUG00000000059	TOPBP1	TOPBP1
ENSMMUG00000002686	TOPORS	TOPORS
ENSMMUG00000031279	TOR1AIP2	TOR1AIP2
ENSMMUG00000053617	TOR1AIP2	TOR1AIP2
ENSMMUG00000003793	TOR1B	TOR1B
ENSMMUG00000016429	TOR2A	TOR2A
ENSMMUG00000006261	TOR3A	TOR3A
ENSMMUG00000010971	TOX	TOX
ENSMMUG00000002810	TOX2	TOX2
ENSMMUG00000013967	TOX3	TOX3
ENSMMUG00000015004	TOX4	TOX4
ENSMMUG00000008639	TP53	TP53
ENSMMUG00000017078	TP53BP1	TP53BP1
ENSMMUG00000011146	TP53BP2	TP53BP2
ENSMMUG00000001283	TP53I3	TP53I3
ENSMMUG00000057219	TP53INP1	TP53INP1
ENSMMUG00000055449	TP53INP2	TP53INP2
ENSMMUG00000003408	TP53TG5	TP53TG5
ENSMMUG00000016466	TP63	TP63
ENSMMUG00000063437	TPBG	TPBG
ENSMMUG00000004435	TPCN1	TPCN1
ENSMMUG00000010784	TPCN2	TPCN2
ENSMMUG00000022369	TPD52	TPD52
ENSMMUG00000062110	TPD52L1	TPD52L1
ENSMMUG00000006096	TPH1	TPH1
ENSMMUG00000007730	TPH2	TPH2
ENSMMUG00000052852	TPI1	TPI1
ENSMMUG00000008650	TPK1	TPK1
ENSMMUG00000001587	TPM1	TPM1
ENSMMUG00000016321	TPM2	TPM2
ENSMMUG00000010805	TPM3	TPM3
ENSMMUG00000016627	TPMT	TPMT
ENSMMUG00000009662	TPO	TPO
ENSMMUG00000007247	TPP2	TPP2
ENSMMUG00000061096	TPPP	TPPP
ENSMMUG00000020749	TPPP2	TPPP2
ENSMMUG00000054637	TPPP3	TPPP3
ENSMMUG00000009081	TPR	TPR
ENSMMUG00000000756	TPRA1	TPRA1
ENSMMUG00000051929	TPRG1L	TPRG1L
ENSMMUG00000030805	TPRKB	TPRKB
ENSMMUG00000000392	TPSG1	TPSG1
ENSMMUG00000001744	TPST1	TPST1
ENSMMUG00000022979	TPT1	TPT1
ENSMMUG00000000966	TPX2	TPX2
ENSMMUG00000006286	TRA2A	TRA2A
ENSMMUG00000001185	TRA2B	TRA2B
ENSMMUG00000041498	TRAF1	TRAF1
ENSMMUG00000011527	TRAF2	TRAF2
ENSMMUG00000011752	TRAF3	TRAF3
ENSMMUG00000010080	TRAF3IP1	TRAF3IP1
ENSMMUG00000002174	TRAF3IP2	TRAF3IP2
ENSMMUG00000022062	TRAF3IP3	TRAF3IP3
ENSMMUG00000031427	TRAF5	TRAF5
ENSMMUG00000018266	TRAF6	TRAF6
ENSMMUG00000019223	TRAF7	TRAF7
ENSMMUG00000005255	TRAFD1	TRAFD1
ENSMMUG00000016476	TRAIP	TRAIP
ENSMMUG00000023812	TRAK2	TRAK2
ENSMMUG00000001516	TRAM1	TRAM1
ENSMMUG00000011778	TRAM1L1	TRAM1L1
ENSMMUG00000013718	TRAM2	TRAM2
ENSMMUG00000021868	TRAP1	TRAP1
ENSMMUG00000055778	TRAPPC1	TRAPPC1
ENSMMUG00000005269	TRAPPC10	TRAPPC10
ENSMMUG00000023651	TRAPPC11	TRAPPC11
ENSMMUG00000016519	TRAPPC13	TRAPPC13
ENSMMUG00000022619	TRAPPC2	TRAPPC2
ENSMMUG00000053471	TRAPPC2L	TRAPPC2L
ENSMMUG00000022499	TRAPPC3	TRAPPC3
ENSMMUG00000016946	TRAPPC4	TRAPPC4
ENSMMUG00000021027	TRAPPC6B	TRAPPC6B
ENSMMUG00000009725	TRDN	TRDN
ENSMMUG00000003674	TREM1	TREM1
ENSMMUG00000013920	TREM2	TREM2
ENSMMUG00000013919	TREML1	TREML1
ENSMMUG00000043955	TREX1	TREX2
ENSMMUG00000046670	TRH	TRH
ENSMMUG00000014775	TRHDE	TRHDE
ENSMMUG00000008734	TRHR	TRHR
ENSMMUG00000021759	TRIB1	TRIB1
ENSMMUG00000012600	TRIB3	TRIB3
ENSMMUG00000020183	TRIL	TRIL
ENSMMUG00000012129	TRIM10	TRIM10
ENSMMUG00000005306	TRIM11	TRIM11
ENSMMUG00000010898	TRIM13	TRIM13
ENSMMUG00000041923	TRIM14	TRIM14
ENSMMUG00000002890	TRIM15	TRIM15
ENSMMUG00000005307	TRIM17	TRIM17
ENSMMUG00000004974	TRIM21	TRIM21
ENSMMUG00000000338	TRIM22	TRIM22
ENSMMUG00000016514	TRIM23	TRIM23
ENSMMUG00000002995	TRIM24	TRIM24
ENSMMUG00000023679	TRIM26	TRIM26
ENSMMUG00000015961	TRIM27	TRIM27
ENSMMUG00000020051	TRIM28	TRIM28
